year,tech_company,employer_benefits,know_options,employer_discussed_benefits,employer_resources,anonymity,difficulty_leave,comfortable_discussing,employer_discussed_issues,physical_importance,mental_importance,industry_support,age,gender,country
2018,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,FALSE,6,4,2,41,F,United States of America
2018,TRUE,Yes,Yes,No,No,I don't know,Very easy,Yes,TRUE,10,10,3,37,F,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,FALSE,5,4,2,29,M,United States of America
2018,TRUE,Yes,No,I don't know,I don't know,I don't know,Very easy,Yes,TRUE,7,7,3,45,F,United States of America
2018,TRUE,I don't know,No,No,No,Yes,Very easy,No,FALSE,5,5,2,45,NB,United Kingdom
2018,TRUE,Yes,No,No,Yes,Yes,Somewhat easy,Yes,FALSE,8,7,2,45,F,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,6,8,3,30,NB,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,Very easy,Yes,FALSE,10,10,3,27,M,United States of America
2018,FALSE,I don't know,No,No,I don't know,I don't know,Difficult,Yes,FALSE,4,3,2,36,M,United States of America
2018,FALSE,Yes,Yes,Yes,Yes,Yes,Difficult,No,FALSE,5,7,3,44,F,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,FALSE,7,8,4,35,F,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,I don't know,Maybe,TRUE,5,5,1,42,NB,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,No,FALSE,10,8,4,26,M,United States of America
2018,TRUE,Yes,Yes,No,No,I don't know,Very easy,Yes,TRUE,8,9,4,25,NB,United States of America
2018,FALSE,Yes,Yes,No,No,I don't know,I don't know,Maybe,FALSE,7,4,2,36,F,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,FALSE,7,6,2,32,F,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,TRUE,2,4,1,29,F,United States of America
2018,TRUE,I don't know,No,Yes,Yes,Yes,Very easy,Maybe,FALSE,5,5,2,29,F,United States of America
2018,TRUE,Yes,No,I don't know,I don't know,Yes,Very easy,Yes,FALSE,9,9,2,43,M,United States of America
2018,FALSE,No,No,Yes,I don't know,I don't know,Somewhat easy,Yes,FALSE,4,5,4,26,M,United Kingdom
2018,TRUE,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,TRUE,7,5,3,46,M,United States of America
2018,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,9,7,3,30,F,United States of America
2018,TRUE,Yes,No,No,I don't know,I don't know,I don't know,Maybe,FALSE,6,3,2,36,M,United States of America
2018,FALSE,Yes,Yes,No,Yes,I don't know,I don't know,Maybe,FALSE,5,0,1,31,F,United States of America
2018,TRUE,No,N/A,No,No,I don't know,Somewhat easy,No,FALSE,4,1,1,42,M,Switzerland
2018,TRUE,I don't know,No,No,I don't know,I don't know,I don't know,Yes,FALSE,6,2,3,33,F,United States of America
2018,FALSE,Yes,Yes,I don't know,Yes,Yes,Difficult,No,FALSE,8,8,2,26,M,United States of America
2018,TRUE,No,No,No,No,I don't know,I don't know,Maybe,FALSE,0,0,2,37,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,7,7,2,36,F,United States of America
2018,TRUE,No,N/A,No,No,Yes,Very easy,Yes,FALSE,10,10,2,35,M,Ethiopia
2018,FALSE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,FALSE,5,5,4,45,M,United Kingdom
2018,TRUE,No,N/A,No,No,I don't know,Very easy,Yes,FALSE,10,10,5,23,M,India
2018,TRUE,Yes,No,No,No,I don't know,Somewhat easy,Yes,FALSE,8,6,4,26,M,United States of America
2018,FALSE,No,No,No,No,I don't know,Somewhat easy,Maybe,FALSE,5,4,3,26,M,Mexico
2018,TRUE,I don't know,No,No,No,Yes,Very easy,Yes,FALSE,8,6,2,34,M,United States of America
2018,TRUE,No,N/A,Yes,I don't know,Yes,Somewhat easy,Maybe,FALSE,7,7,4,22,M,Macedonia
2018,FALSE,Yes,No,No,No,No,Difficult,No,TRUE,6,1,4,42,F,United States of America
2018,TRUE,No,N/A,No,No,Yes,I don't know,No,FALSE,4,0,1,40,M,Mexico
2018,FALSE,I don't know,No,No,I don't know,I don't know,I don't know,No,FALSE,1,1,1,42,M,United States of America
2018,TRUE,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,FALSE,8,5,2,35,M,United States of America
2018,TRUE,No,No,No,No,Yes,Very easy,Yes,TRUE,8,8,3,36,M,United States of America
2018,TRUE,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,FALSE,7,7,3,37,M,United States of America
2018,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,TRUE,9,9,4,31,F,United States of America
2018,TRUE,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,FALSE,5,5,3,27,M,United States of America
2018,FALSE,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,FALSE,3,3,2,38,M,United Kingdom
2018,TRUE,No,N/A,Yes,No,Yes,Neither easy nor difficult,Yes,TRUE,5,5,3,32,M,United States of America
2018,TRUE,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,FALSE,7,5,3,23,NB,United States of America
2018,FALSE,No,No,No,I don't know,I don't know,Somewhat difficult,No,FALSE,6,0,2,51,M,United States of America
2018,TRUE,No,N/A,No,I don't know,I don't know,Very easy,Yes,TRUE,5,5,2,26,F,Iceland
2018,TRUE,No,No,No,No,I don't know,I don't know,Maybe,FALSE,8,3,2,19,F,United States of America
2018,TRUE,Yes,Yes,Yes,I don't know,I don't know,I don't know,No,FALSE,6,4,2,44,M,United States of America
2018,TRUE,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,FALSE,6,6,2,42,M,United States of America
2018,TRUE,Yes,Yes,No,No,I don't know,Very easy,Yes,TRUE,7,7,4,26,M,United States of America
2018,FALSE,Yes,Yes,No,No,Yes,Somewhat easy,No,TRUE,9,2,3,38,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,TRUE,8,6,2,26,F ,United States of America
2018,TRUE,Yes,Yes,No,Yes,Yes,Very easy,Yes,TRUE,9,9,2,32,M,United States of America
2018,TRUE,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Yes,TRUE,7,8,4,39,M,United States of America
2018,TRUE,Yes,Yes,No,No,Yes,I don't know,Yes,TRUE,10,10,4,44,F,United States of America
2018,TRUE,Yes,Yes,I don't know,I don't know,I don't know,Very easy,Yes,TRUE,5,2,3,33,F,United States of America
2018,TRUE,No,N/A,No,No,No,I don't know,Yes,FALSE,5,0,3,38,M,Hong Kong
2018,TRUE,I don't know,No,Yes,No,I don't know,Somewhat easy,Yes,TRUE,6,6,4,42,M,Australia
2018,FALSE,No,No,No,No,I don't know,Neither easy nor difficult,No,FALSE,4,5,2,28,M,Germany
2018,TRUE,No,No,Yes,No,I don't know,Very easy,No,TRUE,7,5,2,31,M,France
2018,TRUE,I don't know,No,No,I don't know,Yes,Very easy,Yes,FALSE,8,7,3,35,M,France
2018,TRUE,I don't know,No,No,No,I don't know,I don't know,Maybe,FALSE,0,0,3,30,M,United States of America
2018,TRUE,Yes,Yes,No,No,I don't know,Somewhat easy,Yes,TRUE,8,8,4,30,M,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,Very easy,Maybe,FALSE,5,5,2,40,NB,United States of America
2018,FALSE,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,FALSE,3,3,1,39,M,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,I don't know,Maybe,FALSE,0,2,2,24,M,United States of America
2018,TRUE,Yes,Yes,No,I don't know,Yes,Somewhat difficult,Maybe,TRUE,7,4,3,42,M,United States of America
2018,TRUE,Yes,No,No,No,I don't know,Difficult,Maybe,FALSE,8,4,2,35,M,United States of America
2018,TRUE,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Yes,FALSE,8,8,3,34,M,United States of America
2018,TRUE,I don't know,No,No,I don't know,I don't know,I don't know,No,FALSE,7,4,1,33,F,United States of America
2018,TRUE,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,TRUE,6,7,3,37,M,United States of America
2018,FALSE,Yes,Yes,No,No,Yes,Somewhat easy,Yes,FALSE,5,5,4,36,M,United States of America
2018,FALSE,Yes,No,No,No,Yes,Neither easy nor difficult,Yes,TRUE,6,5,2,47,F,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,I don't know,Maybe,TRUE,7,3,2,42,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Difficult,Maybe,FALSE,3,3,3,29,NB,United States of America
2018,TRUE,No,No,No,No,No,Somewhat easy,Maybe,FALSE,2,2,1,30,M,Turkey
2018,TRUE,No,No,No,No,I don't know,I don't know,No,FALSE,6,4,2,36,M,Poland
2018,FALSE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,TRUE,8,8,4,24,F,United States of America
2018,FALSE,Yes,Yes,Yes,Yes,Yes,I don't know,No,FALSE,9,7,3,41,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,TRUE,7,8,2,48,F,United States of America
2018,FALSE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Maybe,FALSE,8,6,2,31,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,TRUE,6,7,3,65,M,Canada
2018,FALSE,No,N/A,No,I don't know,I don't know,Difficult,No,FALSE,3,0,2,34,NB,United States of America
2018,TRUE,I don't know,No,I don't know,I don't know,I don't know,Difficult,Yes,FALSE,5,3,3,55,F,United States of America
2018,TRUE,Yes,No,No,No,I don't know,Somewhat difficult,No,FALSE,1,1,3,41,F,United States of America
2018,FALSE,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,No,FALSE,7,4,3,24,F,United States of America
2018,FALSE,No,N/A,No,I don't know,I don't know,Difficult,No,FALSE,2,2,1,27,F,United States of America
2018,TRUE,Yes,Yes,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,FALSE,5,5,3,30,M,Canada
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,TRUE,8,7,4,37,M,United States of America
2018,TRUE,No,N/A,No,No,I don't know,Difficult,No,FALSE,5,3,1,61,M,United States of America
2018,TRUE,I don't know,No,No,I don't know,I don't know,I don't know,No,FALSE,8,3,2,29,M,United States of America
2018,TRUE,Yes,Yes,I don't know,No,I don't know,I don't know,Maybe,TRUE,7,6,2,41,M,United States of America
2018,TRUE,No,N/A,No,No,I don't know,I don't know,No,FALSE,7,2,3,39,M,Spain
2018,FALSE,I don't know,No,No,No,Yes,Somewhat difficult,Maybe,FALSE,10,3,2,30,M,United States of America
2018,FALSE,I don't know,No,No,I don't know,I don't know,Difficult,No,FALSE,2,1,1,46,M,Italy
2018,TRUE,I don't know,No,No,No,I don't know,Somewhat easy,No,FALSE,8,8,2,42,M,Spain
2018,TRUE,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Yes,FALSE,8,7,3,29,F,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,No,Very easy,Maybe,TRUE,7,6,3,34,F,Australia
2018,TRUE,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,TRUE,7,7,3,36,M,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,Very easy,Maybe,FALSE,4,4,3,34,M,United Kingdom
2018,TRUE,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Yes,FALSE,6,7,3,35,M,United States of America
2018,TRUE,I don't know,Yes,No,No,No,Difficult,No,FALSE,5,0,1,34,M,United States of America
2018,TRUE,Yes,Yes,Yes,No,I don't know,Somewhat easy,Maybe,TRUE,10,8,2,24,NB,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,FALSE,0,2,1,37,M,United States of America
2018,FALSE,No,No,No,No,I don't know,Difficult,Yes,TRUE,9,0,2,24,F ,United States of America
2018,TRUE,No,N/A,No,No,I don't know,Somewhat easy,No,FALSE,0,0,1,46,M,United States of America
2018,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,TRUE,3,2,2,31,M,United States of America
2018,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,FALSE,5,5,1,40,M ,United States of America
2018,TRUE,Yes,No,No,No,Yes,Somewhat easy,Yes,TRUE,6,5,3,28,M,United States of America
2018,TRUE,I don't know,No,No,No,I don't know,Very easy,Maybe,FALSE,2,2,1,28,M,United States of America
2018,FALSE,Yes,Yes,No,Yes,Yes,Difficult,No,FALSE,6,5,3,39,M,Finland
2018,FALSE,Yes,Yes,I don't know,I don't know,I don't know,I don't know,Maybe,FALSE,8,5,3,31,M,United States of America
2018,TRUE,Yes,Yes,I don't know,Yes,I don't know,Somewhat easy,Yes,TRUE,0,0,2,27,M,United States of America
2018,FALSE,Yes,Yes,No,No,Yes,I don't know,No,FALSE,10,5,2,35,M,United States of America
